acc,disprot_id,region_id,organism,ncbi_taxon_id,group,protein_length,start,end,region_len,term_namespace,term_id,term_ontology,ec_id,ec_name,ec_ontology,reference_id,curator_name,released,version
P27469,DP03365,DP03365r002,Homo sapiens,9606,Human,103,1,103,103,Structural state,IDPO:0000002,IDPO,ECO:0007064,dynamic light scattering assay evidence used in manual assertion,ECO,33073109,Attila Meszaros,2022_03,2
P27469,DP03365,DP03365r003,Homo sapiens,9606,Human,103,1,103,103,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,33073109,Attila Meszaros,2022_03,2
P53778,DP03366,DP03366r001,Homo sapiens,9606,Human,367,354,367,14,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,10508788,Martin Salas,2022_03,2
O15391,DP03369,DP03369r001,Homo sapiens,9606,Human,372,1,253,253,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,31131888,Attila Meszaros,2023_12,2
O15391,DP03369,DP03369r002,Homo sapiens,9606,Human,372,1,253,253,Structural state,IDPO:0000002,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,31131888,Attila Meszaros,2023_12,2
O15391,DP03369,DP03369r003,Homo sapiens,9606,Human,372,1,253,253,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,31131888,Attila Meszaros,2023_12,2
O15391,DP03369,DP03369r004,Homo sapiens,9606,Human,372,1,372,372,Structural state,IDPO:0000004,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,31131888,Attila Meszaros,2023_12,2
P04554,DP03372,DP03372r001,Homo sapiens,9606,Human,102,46,102,57,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,2243113,Edoardo Salladini,2023_12,2
P04554,DP03372,DP03372r002,Homo sapiens,9606,Human,102,46,102,57,Structural transition,IDPO:0000011,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,2243113,Edoardo Salladini,2023_12,2
P04554,DP03372,DP03372r003,Homo sapiens,9606,Human,102,46,102,57,Molecular function,GO:0008270,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,2243113,Edoardo Salladini,2023_12,3
P20849,DP03378,DP03378r001,Homo sapiens,9606,Human,921,24,41,18,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17553797,Lucia Chemes,2022_03,2
P20849,DP03378,DP03378r003,Homo sapiens,9606,Human,921,24,40,17,Molecular function,GO:0030246,GO,ECO:0006082,affinity chromatography evidence used in manual assertion,ECO,17553797,Edoardo Salladini,2022_03,4
P20849,DP03378,DP03378r004,Homo sapiens,9606,Human,921,24,42,19,Molecular function,GO:0030246,GO,ECO:0001230,mass spectrometry evidence used in manual assertion,ECO,15047691,Lucia Chemes,2022_03,3
P20849,DP03378,DP03378r005,Homo sapiens,9606,Human,921,24,42,19,Molecular function,GO:0030246,GO,ECO:0006082,affinity chromatography evidence used in manual assertion,ECO,15047691,Edoardo Salladini,2022_03,4
P20849,DP03378,DP03378r006,Homo sapiens,9606,Human,921,26,31,6,Molecular function,GO:0030246,GO,ECO:0000315,mutant phenotype evidence used in manual assertion,ECO,15047691,Lucia Chemes,2022_03,3
P20849,DP03378,DP03378r007,Homo sapiens,9606,Human,921,24,42,19,Molecular function,GO:0005515,GO,ECO:0001269,surface plasmon resonance evidence used in manual assertion,ECO,15047691,Lucia Chemes,2022_03,3
Q14766,DP03379,DP03379r001,Homo sapiens,9606,Human,1721,1507,1522,16,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24489852,Lucia Chemes,2023_06,2
Q14766,DP03379,DP03379r002,Homo sapiens,9606,Human,1721,1582,1623,42,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24489852,Lucia Chemes,2023_06,2
Q14766,DP03379,DP03379r003,Homo sapiens,9606,Human,1721,1709,1721,13,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24489852,Lucia Chemes,2023_06,2
Q14766,DP03379,DP03379r004,Homo sapiens,9606,Human,1721,1507,1521,15,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24489852,Lucia Chemes,2023_06,3
Q14766,DP03379,DP03379r005,Homo sapiens,9606,Human,1721,1582,1623,42,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24489852,Lucia Chemes,2023_06,3
Q14766,DP03379,DP03379r006,Homo sapiens,9606,Human,1721,1618,1624,7,Molecular function,GO:0005515,GO,ECO:0001269,surface plasmon resonance evidence used in manual assertion,ECO,28669633,Lucia Chemes,2023_06,3
Q14766,DP03379,DP03379r007,Homo sapiens,9606,Human,1721,1618,1624,7,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,28669633,Lucia Chemes,2023_06,3
Q14766,DP03379,DP03379r008,Homo sapiens,9606,Human,1721,1578,1624,47,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,28669633,Lucia Chemes,2023_06,3
Q14766,DP03379,DP03379r009,Homo sapiens,9606,Human,1721,1578,1624,47,Molecular function,GO:0060090,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,28669633,Lucia Chemes,2023_06,3
P83110,DP03380,DP03380r001,Homo sapiens,9606,Human,453,279,289,11,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26110759,Veronika Ács,2022_03,2
P98066,DP03382,DP03382r001,Homo sapiens,9606,Human,277,250,277,28,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26468290,Tamas Lazar,2022_03,2
Q8WVM7,DP03383,DP03383r001,Homo sapiens,9606,Human,1258,1,85,85,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,32409525,Federica Quaglia,2022_03,2
Q8WVM7,DP03383,DP03383r002,Homo sapiens,9606,Human,1258,1053,1258,206,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,32409525,Federica Quaglia,2022_03,2
Q8WVM7,DP03383,DP03383r003,Homo sapiens,9606,Human,1258,442,457,16,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,32409525,Federica Quaglia,2022_03,2
Q8WVM7,DP03383,DP03383r004,Homo sapiens,9606,Human,1258,843,853,11,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,32409525,Federica Quaglia,2022_03,2
Q8WVM7,DP03383,DP03383r005,Homo sapiens,9606,Human,1258,34,52,19,Biological process,GO:0051179,GO,ECO:0001175,deletion mutation phenotypic evidence used in manual assertion,ECO,22715410,Federica Quaglia,2022_03,3
Q8WVM7,DP03383,DP03383r006,Homo sapiens,9606,Human,1258,34,52,19,Biological process,GO:0051179,GO,ECO:0001232,microscopy evidence used in manual assertion,ECO,22715410,Federica Quaglia,2022_03,3
P20592,DP03385,DP03385r002,Homo sapiens,9606,Human,715,599,621,23,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,28929138,Victoria Nugnes,2023_12,0
P20592,DP03385,DP03385r003,Homo sapiens,9606,Human,715,1,92,92,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,28929138,Victoria Nugnes,2023_12,0
Q9Y237-2,DP03386,DP03386r001,Homo sapiens,9606,Human,156,1,59,59,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,23179059,Erzsébet Fichó,2022_03,2
Q9Y237-2,DP03386,DP03386r003,Homo sapiens,9606,Human,156,1,25,25,Biological process,GO:0051179,GO,ECO:0001163,co-localization evidence used in manual assertion,ECO,17875217,Erzsébet Fichó,2022_03,3
Q9Y237-1,DP03387,DP03387r001,Homo sapiens,9606,Human,131,1,35,35,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10966801,Erzsébet Fichó,2022_03,2
Q9UBT3,DP03389,DP03389r001,Homo sapiens,9606,Human,224,19,38,20,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24816897,Erzsébet Fichó,2022_03,2
Q9UBT3,DP03389,DP03389r002,Homo sapiens,9606,Human,224,94,140,47,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24816897,Erzsébet Fichó,2022_03,2
Q9UBT3,DP03389,DP03389r003,Homo sapiens,9606,Human,224,94,140,47,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,24816897,Erzsébet Fichó,2022_03,3
O60493,DP03394,DP03394r001,Homo sapiens,9606,Human,162,2,28,27,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,25893673,Erzsébet Fichó,2022_03,2
O60493,DP03394,DP03394r002,Homo sapiens,9606,Human,162,146,162,17,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,25893673,Erzsébet Fichó,2022_03,2
P13051-1,DP03397,DP03397r001,Homo sapiens,9606,Human,313,1,92,92,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,28879561,Erzsébet Fichó,2022_03,2
P60484-2,DP03399,DP03399r001,Homo sapiens,9606,Human,576,1,145,145,Structural state,IDPO:0000002,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,26527737,Federica Quaglia,2022_03,2
P60484-2,DP03399,DP03399r002,Homo sapiens,9606,Human,576,47,52,6,Biological process,GO:0051179,GO,ECO:0006323,fluorescence microscopy evidence used in manual assertion,ECO,23744781,Federica Quaglia,2022_03,3
P60484-2,DP03399,DP03399r003,Homo sapiens,9606,Human,576,47,52,6,Molecular function,GO:0140678,GO,ECO:0001175,deletion mutation phenotypic evidence used in manual assertion,ECO,23744781,Federica Quaglia,2022_03,3
Q9H4L7,DP03400,DP03400r001,Homo sapiens,9606,Human,1026,109,150,42,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30919308,Erzsébet Fichó,2023_12,2
Q9H4L7,DP03400,DP03400r002,Homo sapiens,9606,Human,1026,200,250,51,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30919308,Erzsébet Fichó,2023_12,2
Q9H4L7,DP03400,DP03400r003,Homo sapiens,9606,Human,1026,200,250,51,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30919308,Erzsébet Fichó,2023_12,3
Q8WXS3-1,DP03403,DP03403r001,Homo sapiens,9606,Human,180,1,180,180,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32240523,Erzsébet Fichó,2023_12,2
P56211,DP03404,DP03404r001,Homo sapiens,9606,Human,112,1,112,112,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32468417,Erzsébet Fichó,2023_12,2
P56211,DP03404,DP03404r002,Homo sapiens,9606,Human,112,1,112,112,Structural state,IDPO:0000002,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r003,Homo sapiens,9606,Human,112,60,65,6,Disorder function,IDPO:0000045,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r004,Homo sapiens,9606,Human,112,102,106,5,Disorder function,IDPO:0000045,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r005,Homo sapiens,9606,Human,112,20,112,93,Molecular function,GO:0051721,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r006,Homo sapiens,9606,Human,112,20,75,56,Molecular function,GO:0051721,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r007,Homo sapiens,9606,Human,112,105,112,8,Molecular function,GO:0051721,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r008,Homo sapiens,9606,Human,112,42,75,34,Molecular function,GO:0051721,GO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r009,Homo sapiens,9606,Human,112,86,112,27,Molecular function,GO:0051721,GO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r010,Homo sapiens,9606,Human,112,86,112,27,Structural transition,IDPO:0000011,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r011,Homo sapiens,9606,Human,112,86,112,27,Structural state,IDPO:0000006,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r012,Homo sapiens,9606,Human,112,42,75,34,Structural state,IDPO:0000006,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r013,Homo sapiens,9606,Human,112,42,75,34,Structural transition,IDPO:0000011,IDPO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r014,Homo sapiens,9606,Human,112,1,41,41,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r015,Homo sapiens,9606,Human,112,76,85,10,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r016,Homo sapiens,9606,Human,112,25,41,17,Molecular function,GO:0051721,GO,ECO:0006208,cryogenic electron microscopy evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r017,Homo sapiens,9606,Human,112,32,41,10,Molecular function,GO:0051721,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r018,Homo sapiens,9606,Human,112,47,56,10,Molecular function,GO:0051721,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r019,Homo sapiens,9606,Human,112,57,76,20,Molecular function,GO:0051721,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r020,Homo sapiens,9606,Human,112,76,112,37,Molecular function,GO:0004864,GO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r021,Homo sapiens,9606,Human,112,1,112,112,Molecular function,GO:0004864,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,38123684,Victoria Nugnes,2024_06,0
P56211,DP03404,DP03404r022,Homo sapiens,9606,Human,112,20,112,93,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,38123684,Federica Quaglia,2024_06,0
P56211-2,DP03405,DP03405r001,Homo sapiens,9606,Human,96,1,96,96,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32468417,Erzsébet Fichó,2023_12,2
P51397,DP03407,DP03407r001,Homo sapiens,9606,Human,102,1,102,102,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,33263927,Erzsébet Fichó,2023_12,2
P10997,DP03417,DP03417r001,Homo sapiens,9606,Human,89,23,33,11,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r002,Homo sapiens,9606,Human,89,62,71,10,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r003,Homo sapiens,9606,Human,89,23,89,67,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r004,Homo sapiens,9606,Human,89,23,89,67,Structural transition,IDPO:0000011,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r005,Homo sapiens,9606,Human,89,23,89,67,Molecular function,GO:0008289,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,3
P10997,DP03417,DP03417r006,Homo sapiens,9606,Human,89,74,89,16,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r007,Homo sapiens,9606,Human,89,74,89,16,Structural transition,IDPO:0000011,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,2
P10997,DP03417,DP03417r008,Homo sapiens,9606,Human,89,74,89,16,Molecular function,GO:0008289,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,3
P10997,DP03417,DP03417r009,Homo sapiens,9606,Human,89,23,89,67,Molecular function,GO:0008289,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,32077246,Nazanin Farahi,2022_03,3
Q96PU8-9,DP03418,DP03418r001,Homo sapiens,9606,Human,319,205,319,115,Structural state,IDPO:0000002,IDPO,ECO:0006202,synchrotron radiation circular dichroism evidence used in manual assertion,ECO,31547849,Nazanin Farahi,2022_03,2
Q96PU8-9,DP03418,DP03418r002,Homo sapiens,9606,Human,319,205,319,115,Structural state,IDPO:0000002,IDPO,ECO:0006210,small-angle X-ray scattering evidence used in manual assertion,ECO,31547849,Nazanin Farahi,2022_03,2
P80303,DP03424,DP03424r001,Homo sapiens,9606,Human,420,190,420,231,Structural state,IDPO:0000002,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,32184136,Nazanin Farahi,2023_12,2
P80303,DP03424,DP03424r003,Homo sapiens,9606,Human,420,265,282,18,Structural transition,IDPO:0000011,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,32184136,Nazanin Farahi,2023_12,2
P80303,DP03424,DP03424r004,Homo sapiens,9606,Human,420,309,334,26,Structural transition,IDPO:0000011,IDPO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,32184136,Nazanin Farahi,2023_12,2
P80303,DP03424,DP03424r008,Homo sapiens,9606,Human,420,265,282,18,Molecular function,GO:0005509,GO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,32184136,Nazanin Farahi,2023_12,3
P80303,DP03424,DP03424r009,Homo sapiens,9606,Human,420,309,334,26,Molecular function,GO:0005509,GO,ECO:0006236,protein hydrogen-deuterium exchange mass spectrometry evidence used in manual assertion,ECO,32184136,Nazanin Farahi,2023_12,3
P25024,DP03426,DP03426r001,Homo sapiens,9606,Human,350,1,28,28,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,23086146,Nazanin Farahi,2022_03,2
P25024,DP03426,DP03426r002,Homo sapiens,9606,Human,350,326,350,25,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,23086146,Nazanin Farahi,2022_03,2
P25024,DP03426,DP03426r003,Homo sapiens,9606,Human,350,1,29,29,Structural transition,IDPO:0000011,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30384436,Nazanin Farahi,2022_03,2
P25024,DP03426,DP03426r004,Homo sapiens,9606,Human,350,1,29,29,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30384436,Nazanin Farahi,2022_03,2
P25024,DP03426,DP03426r006,Homo sapiens,9606,Human,350,1,29,29,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,30384436,Nazanin Farahi,2022_03,3
P25024,DP03426,DP03426r007,Homo sapiens,9606,Human,350,1,29,29,Molecular function,GO:0005515,GO,ECO:0005647,isothermal titration calorimetry evidence used in manual assertion,ECO,30384436,Nazanin Farahi,2022_03,3
P31327,DP03427,DP03427r001,Homo sapiens,9606,Human,1500,779,792,14,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,3
P31327,DP03427,DP03427r002,Homo sapiens,9606,Human,1500,562,623,62,Structural transition,IDPO:0000011,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,3
P31327,DP03427,DP03427r003,Homo sapiens,9606,Human,1500,779,784,6,Molecular function,GO:0030955,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_12,2
P31327,DP03427,DP03427r004,Homo sapiens,9606,Human,1500,788,792,5,Molecular function,GO:0036094,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,1
P31327,DP03427,DP03427r005,Homo sapiens,9606,Human,1500,585,623,39,Molecular function,GO:0036094,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,1
P31327,DP03427,DP03427r006,Homo sapiens,9606,Human,1500,779,784,6,Molecular function,GO:0046872,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,1
P31327,DP03427,DP03427r007,Homo sapiens,9606,Human,1500,779,792,14,Structural transition,IDPO:0000011,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,1
P31327,DP03427,DP03427r008,Homo sapiens,9606,Human,1500,562,623,62,Structural state,IDPO:0000002,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,26592762,Federica Quaglia,2022_03,1
P40763,DP03428,DP03428r001,Homo sapiens,9606,Human,770,690,722,33,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,32807795,Edoardo Salladini,2022_03,2
P40763,DP03428,DP03428r002,Homo sapiens,9606,Human,770,689,702,14,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,31170499,Edoardo Salladini,2022_03,2
Q13153,DP03433,DP03433r001,Homo sapiens,9606,Human,545,492,545,54,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,11438672,Emanuela Leonardi,2022_03,2
Q13153,DP03433,DP03433r002,Homo sapiens,9606,Human,545,1,56,56,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,11438672,Emanuela Leonardi,2022_03,2
Q13153,DP03433,DP03433r004,Homo sapiens,9606,Human,545,186,199,14,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,16101281,Emanuela Leonardi,2022_03,3
Q13153,DP03433,DP03433r010,Homo sapiens,9606,Human,545,150,248,99,Disorder function,IDPO:0000033,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,10975528,Emanuela Leonardi,2022_03,3
Q13153,DP03433,DP03433r012,Homo sapiens,9606,Human,545,83,137,55,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,21888918,Emanuela Leonardi,2023_06,3
Q13153,DP03433,DP03433r013,Homo sapiens,9606,Human,545,83,137,55,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,21888918,Emanuela Leonardi,2022_03,2
Q13153,DP03433,DP03433r014,Homo sapiens,9606,Human,545,47,51,5,Biological process,GO:0051179,GO,ECO:0000315,mutant phenotype evidence used in manual assertion,ECO,31391252,Emanuela Leonardi,2023_06,4
Q13153,DP03433,DP03433r017,Homo sapiens,9606,Human,545,150,248,99,Structural state,IDPO:0000002,IDPO,ECO:0001184,gel-filtration evidence used in manual assertion,ECO,10975528,Emanuela Leonardi,2023_06,0
Q13153,DP03433,DP03433r018,Homo sapiens,9606,Human,545,182,203,22,Molecular function,GO:0005515,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,9659915,Victoria Nugnes,2023_06,0
Q9UPP1,DP03444,DP03444r001,Homo sapiens,9606,Human,1060,101,113,13,Disorder function,IDPO:0000033,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,20023638,Maria Cristina Aspromonte,2022_03,3
Q9UPP1,DP03444,DP03444r002,Homo sapiens,9606,Human,1060,101,113,13,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,20023638,Maria Cristina Aspromonte,2022_03,2
Q9NR48,DP03446,DP03446r001,Homo sapiens,9606,Human,2969,2090,2107,18,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,21239497,Maria Cristina Aspromonte,2023_06,2
Q9NR48,DP03446,DP03446r002,Homo sapiens,9606,Human,2969,2268,2272,5,Disorder function,IDPO:0000042,IDPO,ECO:0007704,methylation assay evidence used in manual assertion,ECO,21239497,Maria Cristina Aspromonte,2023_06,2
